[XP-T-004#P001] 职业规划
[XP-T-004#P224] 因为它是一个典型的幂律分布，是一个常位，你的前5%你可能拿到整个的这个市场份额获得的影响力可能是80%的影响力，所以你前20%你的位置有可能在这儿，这是前20%。但是你看前5%它的位置，有可能是在这儿，所以它拿到的这个收益是巨大的，你拿到的收益是很小的，所以我们还是要想办法从前20%干到前5%那两种方法，第一，你去找那个绝对天赋，但是这个绝对天赋有的时候就不好找，对吧？那怎么办？
[XP-T-004#P225] 用优势叠加的策略。你可以做两个前20%的能力，进行一个复合，就如果你的能力a通过努力干到前20%你能力b你再通过努力干到前20%这个世界上会a且会b的人，你这么乘一下，你就变成前4%了，马上红利就出来了。所以呢，以前我们经常讲说我们要一件事儿做透，对不对对？但是呢，你做透它不一定能到前5%，在你发现你进不到前5%的时候怎么办呃？另开一篇儿，再用同样的方法和努力再做到前20%两个一叠起来，
[XP-T-004#P226] 瞬间10%。啊4%，你如果说我，我再来一个啊，那你再发现你再叠一下进去，那你很有可能就是前1%了，就变得非常的强悍了，所以用这样的一套策略叫做优势叠加足够的努力去擅长两件事儿到三件事儿，你作为重叠区域的。那个人就特别厉害，我们经常在开玩笑嘛，说不爱当厨子的司机不是好的相声演员，对吧？郭德纲讲这个段子，但其实本质上它是有这个叠加优势的，
[XP-T-004#P227] 然后你再看一看这种所谓叫跨物种或者是混合型的啊，物种杂交形态出现的很多都是。绝对的高手就是杂交点上，或者是重叠点上，很多时候都出高手举一个简单的例子，沈腾这个演员大家都非常的熟悉，他在剧场去演幽默话剧，我觉得他前20%绝对是有的，他在荧幕上啊，去塑造角色，他前20%也是有的。但是，中国的演员有谁又能在剧场？比如说春晚舞台演，然后又能在电影上演，
[XP-T-004#P228] 演的那么好呢，你会发现他很有可能就只剩他了，对吧？所以在这里，巨人的工具讲的就是要学会去叠加，因此我们可以得出一个结论，这个结论未来会经常的去用。这个结论就是专家忌杂家，每次我们在讲专家是不是擅长做一件事儿，不专家很多时候是杂家，他会擅长2到3件事儿，而且他擅长这个事儿，后面啊，他去学的时候，他的速度是快的，
[XP-T-004#P229] 因为他学习的原能力被调动了。什么叫学习的原能力？我们再回忆一下之前我们谈到一个概念，是不是叫试炼？试炼是什么？是不是就是那个三角跑的特别快啊？先去干再去测，再去学注意，不是先学先干了干再说测量它，然后复盘去学习，这个循环越跑越快就好了，这个其实本质上就是学习的。原能力不怕失败，没有那么多的内耗啊，学的过程当中干的过程当中去测测的过程当中再去改，
[XP-T-004#P230] 这种能力是一个原能力，他越会这个原能力对他来说学新的知识也就越快，然后再加上他的努力很快，他就会2到3个很擅长。前20%了一叠加超级大牛，所以呢，在这个问题上试练这件事儿啊，第二节课我建议大家还是跳回去去看一看，看完了照着练，尤其是自己内在的这种心态，打开第三节课我们讲职场的内圈儿能力，这个前五年你要练的自我学。学习本质上练的也是试炼，这一点在中国的教育当中特别缺乏，因为中国的教育是先强调学，
[XP-T-004#P231] 再强调干，再强调测不对，我们应该先强调干，再强调测，再强调学。注意这个次序新能力来自于哪儿呢？来自于学习，来自于试炼，甚至还来自于你的爱好。这个时候加一点儿爱好就没所谓了，大家有的时候总是说那我爱好，我是不是可以把它变成擅长的？我建议在第一件事儿当中，我们还是要判断擅长。但第二件事儿以后，
[XP-T-004#P232] 你就可以把爱好放进去了，比如说夏老师特别这个擅长讲课哎，但是我有一个爱好，我喜欢练咏春拳，我咏春拳不需要练到顶级。但是我可以用我讲课，附加上我会咏春拳交叉一下，我有可能会变成全网最会教咏春拳的人，那这样不是也是前4%吗？所以在这里大家记住在第二个能力的时候，爱好就可以开始进场了，第三个也可以是爱好，所以当年胡适先生。给北大的学子毕业的时候讲了三个锦囊，大家如果看我短视频，
[XP-T-004#P233] 看我反复都念叨过第一个叫什么呀，总有一些问题要去研究，第二一个要有一些超过工作的爱好，第三个总要有点儿信心，所以第二个就是要有爱好。因为爱好一旦有了它，很有可能能帮助你去叠加你的优势，那么另外一点在具体的工作当中还有两个建议，第一，尽量的去做一些不同性质的工作，该公司的领导说诶，你的工作职责是a是b，但是突然说诶，这c这件事儿你去试一试，很多朋友在讲。
[XP-T-004#P234] 说哎呀，我不要去试了，万一没做好领导批我对吧？做好了也不给我加工资，我要是你我就去做，为什么？因为我们要成为杂家，他敢让我做，我就敢去用。他敢挖坑，我就敢埋他，对不对？领导更怕你没做好，他都敢让你做，你有什么怕的，
[XP-T-004#P235] 因为你在做别的事儿的时候，你就形成了。交叉能力，你就形成了叠加OK，这是第一点，就是做不同性质的工作，公司里给你一个新的事儿，做不怕第二叫和不同物种的人多交流，所以跨部门的协作。一方面我们说还要沟通啊，要什么对吧，但另一方面大家记住这一点，你跟财务的配合，为什么你有的时候觉得财务不配合，你除了我们讲的沟通12讲。
[XP-T-004#P236] 还有一点就是，其实财务跟你说的事儿是财务的专业术语和一些他的工作的基本的操作，但是因为你不懂财务知识，你觉得他是刻意为难你，那这个时候就应该坐下来。跟财务的团队聊，说这怎么回事儿，我也正好学一学这些财务知识，最后你会发现你是又懂业务哎，又稍微懂一些财务，你就变成了以后我们会去讲的，叫做接口型人才，那同样你是做财务的，你是不是也可以去了解了解业务，对吧？
[XP-T-004#P237] 你最后也会变成接口型人才，所以在公司当中要和不同物种的人经常在一起碰撞一下，公司以外更是这样的，之前咱们讲说兼职啊，副业呀，社群啊，我们为什么人是协作型的，群体的动物？就是在于我们要有包容的心态，跟不同物种，不同行业的人多交流，因为这样的话，我们就可以形成杂家，一旦形成了杂家，天赋已经不重要了，
[XP-T-004#P238] 你照样可以成为在交叉行业的前百分。你的红利是巨大的，那么有朋友在想说，那我又没有知道，我可能第二擅长是什么，对吧？怎么办？巨人的工具当中给了一个最简单的优势，训练区域就是练你的表达力，一方面我能不能写好东西，一方面我能不能说好东西，因为我擅长。擅长这件事儿，这是一个纵轴，对吧？
[XP-T-004#P239] 然后我还能输出，这就是个横轴，一下子面积就取出来了，我擅长，然后我能说出去，别人就能会，所以表达力在我看来是所有人都要去锻炼的能力啊，以后我们专门再开一个模块儿讲。职场表达力的训练，因为一旦你的表达力好了，你就可以把你擅长的东西交出去，你只需要你做到前20%的水平的人。你表达力再是前20%，你就变成这个领域最会教他们的人了，你是前4%了对吧？
[XP-T-004#P240] 这数咱们曾经算过，所以你看到现在抖音上为什么很多的知识博主啊，各行各业的。他都在顶上分享哎，因为他不见得是他在这个行业顶尖级的，他只需要前20%就行，然后他再练练表达对吧，写写竹子稿，录录口播哎，他很有可能成为4%成为4%就可以卖课嘛，所以在这里你就能够看到分享的价值，分享的价值会有什么第一？能力再造，因为你会了另外一个能力，第二能力复印，
